*Tele EF EB theta(degree) phi(degree)
   6 10  6       53.9924     215.066
   6 10  7       53.8696     214.669
   6 10  8       53.7480     214.270
   6 10  9       53.6277     213.870
   6 10 10       53.5086     213.468
   6 10 11       53.3907     213.065
   6 10 12       53.2742     212.660
   6 10 13       53.1589     212.254
   6 10 14       53.0451     211.847
   6 10 15       52.9325     211.438
   6 10 16       52.8214     211.028
   6 10 17       52.7116     210.616
   6 10 18       52.6033     210.203
   6 10 19       52.4964     209.790
   6 10 20       52.3909     209.374
   6 10 21       52.2869     208.958
   6 10 22       52.1844     208.541
   6 10 23       52.0834     208.122
   6 10 24       51.9839     207.703
   6 10 25       51.8859     207.283
   6 10 26       51.7895     206.861
   6 10 27       51.6946     206.439
   6 10 28       51.6013     206.016
   6 10 29       51.5096     205.592
   6 10 30       51.4195     205.167
   6 10 31       51.3310     204.742
   6 11  0       55.0714     217.256
   6 11  1       54.9424     216.870
   6 11  2       54.8146     216.482
   6 11  3       54.6878     216.093
   6 11  4       54.5622     215.702
   6 11  5       54.4376     215.309
   6 11  6       54.3143     214.915
   6 11  7       54.1921     214.519
   6 11  8       54.0711     214.121
   6 11  9       53.9513     213.723
   6 11 10       53.8328     213.322
   6 11 11       53.7155     212.920
   6 11 12       53.5995     212.517
   6 11 13       53.4848     212.112
   6 11 14       53.3715     211.706
   6 11 15       53.2594     211.299
   6 11 16       53.1488     210.890
   6 11 17       53.0395     210.480
   6 11 18       52.9316     210.069
   6 11 19       52.8252     209.656
   6 11 20       52.7201     209.243
   6 11 21       52.6166     208.828
   6 11 22       52.5145     208.412
   6 11 23       52.4138     207.996
   6 11 24       52.3147     207.578
   6 11 25       52.2171     207.159
   6 11 26       52.1210     206.739
   6 11 27       52.0265     206.319
   6 11 28       51.9335     205.898
   6 11 29       51.8421     205.475
   6 11 30       51.7522     205.053
   6 11 31       51.6640     204.629
   6 12  0       55.3895     217.099
   6 12  1       55.2613     216.714
   6 12  2       55.1341     216.327
   6 12  3       55.0080     215.939
   6 12  4       54.8830     215.549
   6 12  5       54.7592     215.158
   6 12  6       54.6364     214.765
   6 12  7       54.5148     214.370
   6 12  8       54.3944     213.974
   6 12  9       54.2752     213.576
   6 12 10       54.1573     213.177
   6 12 11       54.0406     212.776
   6 12 12       53.9251     212.375
   6 12 13       53.8110     211.971
   6 12 14       53.6981     211.567
   6 12 15       53.5866     211.161
   6 12 16       53.4765     210.753
   6 12 17       53.3677     210.345
   6 12 18       53.2603     209.935
   6 12 19       53.1542     209.524
   6 12 20       53.0496     209.112
   6 12 21       52.9465     208.699
   6 12 22       52.8448     208.285
   6 12 23       52.7445     207.870
   6 12 24       52.6458     207.454
   6 12 25       52.5485     207.037
   6 12 26       52.4528     206.619
   6 12 27       52.3585     206.200
   6 12 28       52.2659     205.780
   6 12 29       52.1747     205.360
   6 12 30       52.0852     204.939
   6 12 31       51.9972     204.517
   6 13  0       55.7080     216.943
   6 13  1       55.5805     216.559
   6 13  2       55.4540     216.173
   6 13  3       55.3285     215.786
   6 13  4       55.2042     215.398
   6 13  5       55.0809     215.007
   6 13  6       54.9588     214.616
   6 13  7       54.8378     214.222
   6 13  8       54.7180     213.827
   6 13  9       54.5994     213.431
   6 13 10       54.4821     213.033
   6 13 11       54.3659     212.634
   6 13 12       54.2510     212.233
   6 13 13       54.1374     211.831
   6 13 14       54.0251     211.428
   6 13 15       53.9141     211.024
   6 13 16       53.8044     210.618
   6 13 17       53.6961     210.211
   6 13 18       53.5891     209.803
   6 13 19       53.4835     209.393
   6 13 20       53.3794     208.983
   6 13 21       53.2766     208.571
   6 13 22       53.1753     208.159
   6 13 23       53.0755     207.745
   6 13 24       52.9771     207.331
   6 13 25       52.8802     206.915
   6 13 26       52.7847     206.499
   6 13 27       52.6908     206.082
   6 13 28       52.5984     205.664
   6 13 29       52.5076     205.245
   6 13 30       52.4183     204.826
   6 13 31       52.3305     204.406
   6 14  0       56.0267     216.788
   6 14  1       55.8999     216.405
   6 14  2       55.7740     216.021
   6 14  3       55.6493     215.635
   6 14  4       55.5255     215.247
   6 14  5       55.4029     214.858
   6 14  6       55.2814     214.468
   6 14  7       55.1611     214.076
   6 14  8       55.0419     213.682
   6 14  9       54.9239     213.287
   6 14 10       54.8071     212.890
   6 14 11       54.6915     212.493
   6 14 12       54.5771     212.093
   6 14 13       54.4640     211.693
   6 14 14       54.3522     211.291
   6 14 15       54.2417     210.888
   6 14 16       54.1325     210.483
   6 14 17       54.0247     210.078
   6 14 18       53.9182     209.671
   6 14 19       53.8130     209.263
   6 14 20       53.7093     208.854
   6 14 21       53.6070     208.444
   6 14 22       53.5060     208.033
   6 14 23       53.4066     207.621
   6 14 24       53.3085     207.209
   6 14 25       53.2120     206.795
   6 14 26       53.1169     206.380
   6 14 27       53.0233     205.965
   6 14 28       52.9312     205.548
   6 14 29       52.8406     205.132
   6 14 30       52.7516     204.714
   6 14 31       52.6641     204.296
   6 15  0       56.3457     216.634
   6 15  1       56.2195     216.253
   6 15  2       56.0943     215.869
   6 15  3       55.9702     215.485
   6 15  4       55.8471     215.098
   6 15  5       55.7252     214.710
   6 15  6       55.6043     214.321
   6 15  7       55.4845     213.930
   6 15  8       55.3659     213.538
   6 15  9       55.2485     213.144
   6 15 10       55.1322     212.749
   6 15 11       55.0172     212.352
   6 15 12       54.9034     211.954
   6 15 13       54.7908     211.555
   6 15 14       54.6795     211.155
   6 15 15       54.5695     210.753
   6 15 16       54.4608     210.350
   6 15 17       54.3534     209.946
   6 15 18       54.2474     209.541
   6 15 19       54.1427     209.134
   6 15 20       54.0394     208.727
   6 15 21       53.9375     208.319
   6 15 22       53.8369     207.909
   6 15 23       53.7378     207.499
   6 15 24       53.6402     207.088
   6 15 25       53.5439     206.675
   6 15 26       53.4492     206.262
   6 15 27       53.3559     205.849
   6 15 28       53.2641     205.434
   6 15 29       53.1738     205.019
   6 15 30       53.0850     204.603
   6 15 31       52.9978     204.187
   6 16  0       56.6648     216.482
   6 16  1       56.5393     216.101
   6 16  2       56.4148     215.719
   6 16  3       56.2913     215.336
   6 16  4       56.1689     214.950
   6 16  5       56.0476     214.564
   6 16  6       55.9273     214.175
   6 16  7       55.8082     213.786
   6 16  8       55.6902     213.395
   6 16  9       55.5733     213.002
   6 16 10       55.4576     212.608
   6 16 11       55.3431     212.213
   6 16 12       55.2299     211.816
   6 16 13       55.1178     211.419
   6 16 14       55.0070     211.020
   6 16 15       54.8975     210.619
   6 16 16       54.7893     210.218
   6 16 17       54.6824     209.815
   6 16 18       54.5768     209.411
   6 16 19       54.4725     209.007
   6 16 20       54.3696     208.601
   6 16 21       54.2681     208.194
   6 16 22       54.1680     207.786
   6 16 23       54.0692     207.377
   6 16 24       53.9719     206.968
   6 16 25       53.8760     206.557
   6 16 26       53.7816     206.146
   6 16 27       53.6886     205.734
   6 16 28       53.5971     205.321
   6 16 29       53.5071     204.907
   6 16 30       53.4186     204.493
   6 16 31       53.3316     204.078
   6 17  0       56.9841     216.330
   6 17  1       56.8593     215.951
   6 17  2       56.7355     215.570
   6 17  3       56.6127     215.187
   6 17  4       56.4909     214.803
   6 17  5       56.3701     214.418
   6 17  6       56.2505     214.031
   6 17  7       56.1320     213.642
   6 17  8       56.0145     213.253
   6 17  9       55.8983     212.861
   6 17 10       55.7831     212.469
   6 17 11       55.6692     212.075
   6 17 12       55.5565     211.680
   6 17 13       55.4449     211.283
   6 17 14       55.3347     210.886
   6 17 15       55.2256     210.487
   6 17 16       55.1179     210.087
   6 17 17       55.0114     209.685
   6 17 18       54.9063     209.283
   6 17 19       54.8025     208.880
   6 17 20       54.7000     208.475
   6 17 21       54.5989     208.070
   6 17 22       54.4991     207.664
   6 17 23       54.4008     207.257
   6 17 24       54.3038     206.849
   6 17 25       54.2083     206.440
   6 17 26       54.1141     206.030
   6 17 27       54.0215     205.620
   6 17 28       53.9302     205.208
   6 17 29       53.8405     204.797
   6 17 30       53.7522     204.384
   6 17 31       53.6654     203.971
   6 18  0       57.3036     216.180
   6 18  1       57.1795     215.802
   6 18  2       57.0563     215.422
   6 18  3       56.9341     215.041
   6 18  4       56.8130     214.658
   6 18  5       56.6929     214.273
   6 18  6       56.5738     213.888
   6 18  7       56.4559     213.500
   6 18  8       56.3390     213.112
   6 18  9       56.2233     212.722
   6 18 10       56.1088     212.330
   6 18 11       55.9954     211.938
   6 18 12       55.8832     211.544
   6 18 13       55.7722     211.149
   6 18 14       55.6624     210.753
   6 18 15       55.5539     210.355
   6 18 16       55.4466     209.956
   6 18 17       55.3406     209.557
   6 18 18       55.2359     209.156
   6 18 19       55.1325     208.754
   6 18 20       55.0304     208.351
   6 18 21       54.9297     207.947
   6 18 22       54.8304     207.543
   6 18 23       54.7324     207.137
   6 18 24       54.6357     206.731
   6 18 25       54.5405     206.323
   6 18 26       54.4467     205.915
   6 18 27       54.3544     205.506
   6 18 28       54.2634     205.097
   6 18 29       54.1739     204.687
   6 18 30       54.0859     204.276
   6 18 31       53.9994     203.865
   6 19  0       57.6232     216.031
   6 19  1       57.4997     215.654
   6 19  2       57.3772     215.275
   6 19  3       57.2557     214.895
   6 19  4       57.1352     214.513
   6 19  5       57.0157     214.130
   6 19  6       56.8973     213.745
   6 19  7       56.7799     213.359
   6 19  8       56.6637     212.972
   6 19  9       56.5485     212.583
   6 19 10       56.4345     212.193
   6 19 11       56.3217     211.802
   6 19 12       56.2100     211.409
   6 19 13       56.0995     211.016
   6 19 14       55.9902     210.621
   6 19 15       55.8822     210.225
   6 19 16       55.7754     209.827
   6 19 17       55.6698     209.429
   6 19 18       55.5656     209.030
   6 19 19       55.4626     208.629
   6 19 20       55.3610     208.228
   6 19 21       55.2606     207.826
   6 19 22       55.1616     207.423
   6 19 23       55.0640     207.019
   6 19 24       54.9677     206.614
   6 19 25       54.8729     206.208
   6 19 26       54.7794     205.802
   6 19 27       54.6873     205.394
   6 19 28       54.5967     204.986
   6 19 29       54.5074     204.578
   6 19 30       54.4197     204.169
   6 19 31       54.3333     203.759
   6 20  0       57.9429     215.883
   6 20  1       57.8201     215.507
   6 20  2       57.6982     215.129
   6 20  3       57.5773     214.750
   6 20  4       57.4574     214.369
   6 20  5       57.3386     213.987
   6 20  6       57.2208     213.604
   6 20  7       57.1040     213.219
   6 20  8       56.9883     212.833
   6 20  9       56.8738     212.446
   6 20 10       56.7603     212.057
   6 20 11       56.6480     211.667
   6 20 12       56.5369     211.276
   6 20 13       56.4269     210.883
   6 20 14       56.3181     210.490
   6 20 15       56.2106     210.095
   6 20 16       56.1042     209.699
   6 20 17       55.9991     209.303
   6 20 18       55.8953     208.905
   6 20 19       55.7928     208.506
   6 20 20       55.6915     208.106
   6 20 21       55.5916     207.705
   6 20 22       55.4930     207.303
   6 20 23       55.3957     206.901
   6 20 24       55.2998     206.498
   6 20 25       55.2052     206.094
   6 20 26       55.1121     205.689
   6 20 27       55.0203     205.283
   6 20 28       54.9299     204.877
   6 20 29       54.8409     204.470
   6 20 30       54.7534     204.063
   6 20 31       54.6673     203.655
   6 21  0       58.2626     215.736
   6 21  1       58.1405     215.361
   6 21  2       58.0193     214.984
   6 21  3       57.8990     214.606
   6 21  4       57.7798     214.227
   6 21  5       57.6615     213.846
   6 21  6       57.5443     213.464
   6 21  7       57.4282     213.080
   6 21  8       57.3131     212.695
   6 21  9       57.1991     212.309
   6 21 10       57.0862     211.922
   6 21 11       56.9744     211.533
   6 21 12       56.8638     211.143
   6 21 13       56.7543     210.752
   6 21 14       56.6460     210.360
   6 21 15       56.5389     209.967
   6 21 16       56.4331     209.572
   6 21 17       56.3284     209.177
   6 21 18       56.2251     208.781
   6 21 19       56.1229     208.383
   6 21 20       56.0221     207.985
   6 21 21       55.9225     207.585
   6 21 22       55.8243     207.185
   6 21 23       55.7274     206.784
   6 21 24       55.6318     206.383
   6 21 25       55.5376     205.980
   6 21 26       55.4447     205.577
   6 21 27       55.3532     205.173
   6 21 28       55.2631     204.768
   6 21 29       55.1744     204.363
   6 21 30       55.0871     203.957
   6 21 31       55.0013     203.551
   6 22  0       58.5824     215.590
   6 22  1       58.4609     215.216
   6 22  2       58.3404     214.841
   6 22  3       58.2208     214.464
   6 22  4       58.1021     214.085
   6 22  5       57.9845     213.706
   6 22  6       57.8679     213.325
   6 22  7       57.7523     212.942
   6 22  8       57.6378     212.559
   6 22  9       57.5244     212.174
   6 22 10       57.4120     211.788
   6 22 11       57.3008     211.400
   6 22 12       57.1907     211.012
   6 22 13       57.0817     210.622
   6 22 14       56.9739     210.231
   6 22 15       56.8673     209.839
   6 22 16       56.7619     209.446
   6 22 17       56.6577     209.052
   6 22 18       56.5548     208.657
   6 22 19       56.4531     208.261
   6 22 20       56.3526     207.865
   6 22 21       56.2535     207.467
   6 22 22       56.1556     207.068
   6 22 23       56.0591     206.669
   6 22 24       55.9638     206.269
   6 22 25       55.8699     205.868
   6 22 26       55.7773     205.466
   6 22 27       55.6861     205.064
   6 22 28       55.5963     204.661
   6 22 29       55.5079     204.257
   6 22 30       55.4208     203.853
   6 22 31       55.3352     203.448
   6 23  0       58.9022     215.445
   6 23  1       58.7814     215.072
   6 23  2       58.6615     214.698
   6 23  3       58.5425     214.322
   6 23  4       58.4245     213.945
   6 23  5       58.3075     213.567
   6 23  6       58.1915     213.187
   6 23  7       58.0765     212.806
   6 23  8       57.9625     212.423
   6 23  9       57.8497     212.040
   6 23 10       57.7379     211.655
   6 23 11       57.6272     211.269
   6 23 12       57.5176     210.881
   6 23 13       57.4091     210.493
   6 23 14       57.3018     210.104
   6 23 15       57.1957     209.713
   6 23 16       57.0908     209.321
   6 23 17       56.9870     208.929
   6 23 18       56.8845     208.535
   6 23 19       56.7832     208.141
   6 23 20       56.6832     207.745
   6 23 21       56.5844     207.349
   6 23 22       56.4869     206.952
   6 23 23       56.3907     206.554
   6 23 24       56.2958     206.155
   6 23 25       56.2022     205.756
   6 23 26       56.1099     205.356
   6 23 27       56.0190     204.955
   6 23 28       55.9295     204.554
   6 23 29       55.8413     204.152
   6 23 30       55.7544     203.749
   6 23 31       55.6690     203.346
   6 24  0       59.2220     215.301
   6 24  1       59.1018     214.930
   6 24  2       58.9826     214.556
   6 24  3       58.8642     214.182
   6 24  4       58.7469     213.806
   6 24  5       58.6304     213.428
   6 24  6       58.5150     213.050
   6 24  7       58.4006     212.670
   6 24  8       58.2873     212.289
   6 24  9       58.1749     211.906
   6 24 10       58.0637     211.523
   6 24 11       57.9535     211.138
   6 24 12       57.8444     210.752
   6 24 13       57.7365     210.365
   6 24 14       57.6297     209.977
   6 24 15       57.5240     209.588
   6 24 16       57.4195     209.197
   6 24 17       57.3162     208.806
   6 24 18       57.2141     208.414
   6 24 19       57.1132     208.021
   6 24 20       57.0136     207.627
   6 24 21       56.9152     207.232
   6 24 22       56.8181     206.837
   6 24 23       56.7222     206.440
   6 24 24       56.6276     206.043
   6 24 25       56.5344     205.645
   6 24 26       56.4424     205.247
   6 24 27       56.3518     204.848
   6 24 28       56.2625     204.448
   6 24 29       56.1745     204.048
   6 24 30       56.0880     203.647
   6 24 31       56.0028     203.245
   6 25  0       59.5418     215.159
   6 25  1       59.4223     214.788
   6 25  2       59.3036     214.416
   6 25  3       59.1859     214.042
   6 25  4       59.0692     213.667
   6 25  5       58.9534     213.291
   6 25  6       58.8385     212.914
   6 25  7       58.7247     212.535
   6 25  8       58.6119     212.155
   6 25  9       58.5001     211.774
   6 25 10       58.3894     211.392
   6 25 11       58.2798     211.008
   6 25 12       58.1712     210.623
   6 25 13       58.0638     210.238
   6 25 14       57.9574     209.851
   6 25 15       57.8522     209.463
   6 25 16       57.7482     209.074
   6 25 17       57.6453     208.685
   6 25 18       57.5437     208.294
   6 25 19       57.4432     207.902
   6 25 20       57.3440     207.510
   6 25 21       57.2459     207.117
   6 25 22       57.1492     206.722
   6 25 23       57.0536     206.328
   6 25 24       56.9594     205.932
   6 25 25       56.8664     205.536
   6 25 26       56.7748     205.139
   6 25 27       56.6844     204.741
   6 25 28       56.5954     204.343
   6 25 29       56.5077     203.944
   6 25 30       56.4214     203.545
   6 25 31       56.3364     203.145
   6 26  0       59.8615     215.017
   6 26  1       59.7426     214.647
   6 26  2       59.6246     214.276
   6 26  3       59.5075     213.904
   6 26  4       59.3914     213.530
   6 26  5       59.2762     213.155
   6 26  6       59.1620     212.779
   6 26  7       59.0487     212.401
   6 26  8       58.9365     212.023
   6 26  9       58.8252     211.643
   6 26 10       58.7151     211.262
   6 26 11       58.6059     210.879
   6 26 12       58.4979     210.496
   6 26 13       58.3909     210.112
   6 26 14       58.2851     209.726
   6 26 15       58.1804     209.340
   6 26 16       58.0768     208.952
   6 26 17       57.9744     208.564
   6 26 18       57.8731     208.175
   6 26 19       57.7730     207.785
   6 26 20       57.6742     207.393
   6 26 21       57.5765     207.002
   6 26 22       57.4801     206.609
   6 26 23       57.3850     206.216
   6 26 24       57.2910     205.822
   6 26 25       57.1984     205.427
   6 26 26       57.1070     205.031
   6 26 27       57.0170     204.635
   6 26 28       56.9282     204.239
   6 26 29       56.8407     203.842
   6 26 30       56.7546     203.444
   6 26 31       56.6698     203.046
   6 27  0       60.1811     214.876
   6 27  1       60.0629     214.508
   6 27  2       59.9455     214.138
   6 27  3       59.8291     213.766
   6 27  4       59.7135     213.394
   6 27  5       59.5989     213.020
   6 27  6       59.4853     212.645
   6 27  7       59.3726     212.269
   6 27  8       59.2609     211.891
   6 27  9       59.1502     211.512
   6 27 10       59.0406     211.133
   6 27 11       58.9320     210.752
   6 27 12       58.8244     210.370
   6 27 13       58.7180     209.987
   6 27 14       58.6126     209.602
   6 27 15       58.5084     209.217
   6 27 16       58.4052     208.831
   6 27 17       58.3032     208.444
   6 27 18       58.2024     208.056
   6 27 19       58.1027     207.668
   6 27 20       58.0043     207.278
   6 27 21       57.9070     206.888
   6 27 22       57.8109     206.497
   6 27 23       57.7161     206.105
   6 27 24       57.6225     205.712
   6 27 25       57.5302     205.319
   6 27 26       57.4391     204.925
   6 27 27       57.3493     204.530
   6 27 28       57.2608     204.135
   6 27 29       57.1736     203.740
   6 27 30       57.0877     203.344
   6 27 31       57.0031     202.947
   6 28  0       60.5006     214.736
   6 28  1       60.3830     214.369
   6 28  2       60.2663     214.000
   6 28  3       60.1504     213.630
   6 28  4       60.0355     213.258
   6 28  5       59.9215     212.886
   6 28  6       59.8085     212.512
   6 28  7       59.6963     212.137
   6 28  8       59.5852     211.760
   6 28  9       59.4751     211.383
   6 28 10       59.3660     211.004
   6 28 11       59.2579     210.625
   6 28 12       59.1509     210.244
   6 28 13       59.0449     209.862
   6 28 14       58.9400     209.480
   6 28 15       58.8362     209.096
   6 28 16       58.7335     208.711
   6 28 17       58.6319     208.326
   6 28 18       58.5315     207.939
   6 28 19       58.4323     207.552
   6 28 20       58.3342     207.164
   6 28 21       58.2373     206.775
   6 28 22       58.1416     206.385
   6 28 23       58.0471     205.995
   6 28 24       57.9538     205.603
   6 28 25       57.8618     205.212
   6 28 26       57.7710     204.819
   6 28 27       57.6815     204.427
   6 28 28       57.5932     204.033
   6 28 29       57.5063     203.639
   6 28 30       57.4206     203.245
   6 28 31       57.3362     202.850
   6 29  0       60.8199     214.598
   6 29  1       60.7030     214.231
   6 29  2       60.5869     213.864
   6 29  3       60.4717     213.494
   6 29  4       60.3574     213.124
   6 29  5       60.2440     212.753
   6 29  6       60.1315     212.380
   6 29  7       60.0199     212.006
   6 29  8       59.9094     211.631
   6 29  9       59.7998     211.255
   6 29 10       59.6912     210.877
   6 29 11       59.5836     210.499
   6 29 12       59.4771     210.120
   6 29 13       59.3716     209.739
   6 29 14       59.2672     209.358
   6 29 15       59.1638     208.975
   6 29 16       59.0616     208.592
   6 29 17       58.9605     208.208
   6 29 18       58.8605     207.823
   6 29 19       58.7616     207.437
   6 29 20       58.6639     207.050
   6 29 21       58.5674     206.663
   6 29 22       58.4720     206.274
   6 29 23       58.3779     205.885
   6 29 24       58.2849     205.496
   6 29 25       58.1932     205.106
   6 29 26       58.1027     204.715
   6 29 27       58.0134     204.323
   6 29 28       57.9254     203.931
   6 29 29       57.8387     203.539
   6 29 30       57.7533     203.146
   6 29 31       57.6691     202.753
   6 30  0       61.1391     214.460
   6 30  1       61.0228     214.095
   6 30  2       60.9073     213.728
   6 30  3       60.7928     213.360
   6 30  4       60.6790     212.991
   6 30  5       60.5662     212.621
   6 30  6       60.4543     212.249
   6 30  7       60.3434     211.876
   6 30  8       60.2333     211.502
   6 30  9       60.1243     211.127
   6 30 10       60.0162     210.751
   6 30 11       59.9092     210.374
   6 30 12       59.8031     209.996
   6 30 13       59.6981     209.617
   6 30 14       59.5942     209.237
   6 30 15       59.4913     208.856
   6 30 16       59.3895     208.474
   6 30 17       59.2888     208.091
   6 30 18       59.1892     207.707
   6 30 19       59.0907     207.323
   6 30 20       58.9934     206.937
   6 30 21       58.8972     206.551
   6 30 22       58.8022     206.165
   6 30 23       58.7084     205.777
   6 30 24       58.6158     205.389
   6 30 25       58.5243     205.000
   6 30 26       58.4341     204.611
   6 30 27       58.3452     204.221
   6 30 28       58.2574     203.831
   6 30 29       58.1709     203.440
   6 30 30       58.0857     203.049
   6 30 31       58.0017     202.657
   6 31  0       61.4581     214.323
   6 31  1       61.3424     213.959
   6 31  2       61.2276     213.593
   6 31  3       61.1136     213.227
   6 31  4       61.0005     212.859
   6 31  5       60.8883     212.489
   6 31  6       60.7770     212.119
   6 31  7       60.6665     211.747
   6 31  8       60.5571     211.375
   6 31  9       60.4486     211.001
   6 31 10       60.3410     210.626
   6 31 11       60.2345     210.250
   6 31 12       60.1289     209.873
   6 31 13       60.0244     209.496
   6 31 14       59.9209     209.117
   6 31 15       59.8185     208.737
   6 31 16       59.7171     208.356
   6 31 17       59.6169     207.975
   6 31 18       59.5177     207.593
   6 31 19       59.4196     207.209
   6 31 20       59.3226     206.826
   6 31 21       59.2268     206.441
   6 31 22       59.1322     206.056
   6 31 23       59.0387     205.670
   6 31 24       58.9464     205.283
   6 31 25       58.8552     204.896
   6 31 26       58.7653     204.508
   6 31 27       58.6766     204.120
   6 31 28       58.5891     203.731
   6 31 29       58.5028     203.341
   6 31 30       58.4178     202.952
   6 31 31       58.3341     202.562
   7  0  0       57.7274     233.697
   7  0  1       57.5517     233.355
   7  0  2       57.3766     233.010
   7  0  3       57.2024     232.664
   7  0  4       57.0289     232.316
   7  0  5       56.8561     231.966
   7  0  6       56.6842     231.615
   7  0  7       56.5132     231.261
   7  0  8       56.3430     230.907
   7  0  9       56.1737     230.550
   7  0 10       56.0053     230.192
   7  0 11       55.8379     229.832
   7  0 12       55.6714     229.471
   7  0 13       55.5060     229.108
   7  0 14       55.3415     228.743
   7  0 15       55.1781     228.377
   7  0 16       55.0157     228.009
   7  0 17       54.8545     227.640
   7  0 18       54.6943     227.269
   7  0 19       54.5353     226.897
   7  0 20       54.3774     226.524
   7  0 21       54.2207     226.149
   7  0 22       54.0652     225.772
   7  0 23       53.9109     225.394
   7  0 24       53.7578     225.015
   7  0 25       53.6060     224.634
   7  0 26       53.4555     224.253
   7  0 27       53.3063     223.870
   7  0 28       53.1585     223.485
   7  0 29       53.0119     223.100
   7  0 30       52.8668     222.713
   7  0 31       52.7230     222.325
   7  1  0       58.0191     233.493
   7  1  1       57.8440     233.150
   7  1  2       57.6696     232.806
   7  1  3       57.4960     232.460
   7  1  4       57.3231     232.113
   7  1  5       57.1510     231.764
   7  1  6       56.9797     231.413
   7  1  7       56.8092     231.060
   7  1  8       56.6397     230.706
   7  1  9       56.4710     230.350
   7  1 10       56.3032     229.992
   7  1 11       56.1363     229.633
   7  1 12       55.9704     229.272
   7  1 13       55.8055     228.910
   7  1 14       55.6416     228.546
   7  1 15       55.4787     228.181
   7  1 16       55.3169     227.814
   7  1 17       55.1561     227.445
   7  1 18       54.9965     227.075
   7  1 19       54.8379     226.704
   7  1 20       54.6805     226.331
   7  1 21       54.5243     225.957
   7  1 22       54.3693     225.581
   7  1 23       54.2155     225.204
   7  1 24       54.0629     224.826
   7  1 25       53.9116     224.447
   7  1 26       53.7615     224.066
   7  1 27       53.6127     223.684
   7  1 28       53.4653     223.300
   7  1 29       53.3191     222.916
   7  1 30       53.1744     222.530
   7  1 31       53.0309     222.143
   7  2  0       58.3114     233.289
   7  2  1       58.1369     232.947
   7  2  2       57.9632     232.604
   7  2  3       57.7902     232.258
   7  2  4       57.6179     231.911
   7  2  5       57.4464     231.562
   7  2  6       57.2758     231.212
   7  2  7       57.1059     230.860
   7  2  8       56.9369     230.506
   7  2  9       56.7688     230.151
   7  2 10       56.6016     229.794
   7  2 11       56.4353     229.435
   7  2 12       56.2700     229.075
   7  2 13       56.1056     228.713
   7  2 14       55.9423     228.350
   7  2 15       55.7799     227.986
   7  2 16       55.6186     227.619
   7  2 17       55.4584     227.252
   7  2 18       55.2993     226.883
   7  2 19       55.1412     226.512
   7  2 20       54.9843     226.140
   7  2 21       54.8286     225.767
   7  2 22       54.6741     225.392
   7  2 23       54.5207     225.016
   7  2 24       54.3686     224.639
   7  2 25       54.2177     224.260
   7  2 26       54.0680     223.880
   7  2 27       53.9197     223.499
   7  2 28       53.7726     223.117
   7  2 29       53.6269     222.733
   7  2 30       53.4825     222.349
   7  2 31       53.3395     221.963
   7  3  0       58.6043     233.087
   7  3  1       58.4305     232.745
   7  3  2       58.2574     232.402
   7  3  3       58.0850     232.057
   7  3  4       57.9134     231.710
   7  3  5       57.7425     231.362
   7  3  6       57.5724     231.012
   7  3  7       57.4032     230.661
   7  3  8       57.2348     230.308
   7  3  9       57.0673     229.953
   7  3 10       56.9006     229.596
   7  3 11       56.7349     229.239
   7  3 12       56.5702     228.879
   7  3 13       56.4064     228.518
   7  3 14       56.2435     228.156
   7  3 15       56.0817     227.792
   7  3 16       55.9210     227.426
   7  3 17       55.7613     227.059
   7  3 18       55.6026     226.691
   7  3 19       55.4451     226.321
   7  3 20       55.2887     225.950
   7  3 21       55.1335     225.578
   7  3 22       54.9794     225.204
   7  3 23       54.8265     224.829
   7  3 24       54.6748     224.452
   7  3 25       54.5244     224.075
   7  3 26       54.3752     223.696
   7  3 27       54.2273     223.316
   7  3 28       54.0806     222.934
   7  3 29       53.9353     222.552
   7  3 30       53.7913     222.168
   7  3 31       53.6486     221.784
   7  4  0       58.8978     232.886
   7  4  1       58.7246     232.544
   7  4  2       58.5522     232.202
   7  4  3       58.3804     231.857
   7  4  4       58.2094     231.511
   7  4  5       58.0392     231.163
   7  4  6       57.8697     230.814
   7  4  7       57.7011     230.463
   7  4  8       57.5333     230.110
   7  4  9       57.3663     229.756
   7  4 10       57.2003     229.400
   7  4 11       57.0351     229.043
   7  4 12       56.8709     228.684
   7  4 13       56.7077     228.324
   7  4 14       56.5454     227.962
   7  4 15       56.3841     227.599
   7  4 16       56.2239     227.234
   7  4 17       56.0647     226.868
   7  4 18       55.9066     226.501
   7  4 19       55.7496     226.132
   7  4 20       55.5937     225.761
   7  4 21       55.4389     225.390
   7  4 22       55.2853     225.017
   7  4 23       55.1329     224.643
   7  4 24       54.9816     224.267
   7  4 25       54.8316     223.891
   7  4 26       54.6829     223.513
   7  4 27       54.5354     223.134
   7  4 28       54.3891     222.753
   7  4 29       54.2442     222.372
   7  4 30       54.1006     221.990
   7  4 31       53.9583     221.606
   7  5  0       59.1918     232.685
   7  5  1       59.0193     232.345
   7  5  2       58.8475     232.002
   7  5  3       58.6764     231.658
   7  5  4       58.5060     231.313
   7  5  5       58.3364     230.965
   7  5  6       58.1675     230.616
   7  5  7       57.9995     230.266
   7  5  8       57.8323     229.914
   7  5  9       57.6659     229.560
   7  5 10       57.5004     229.205
   7  5 11       57.3359     228.849
   7  5 12       57.1722     228.491
   7  5 13       57.0095     228.131
   7  5 14       56.8478     227.770
