*Tele EF EB theta(degree) phi(degree)
   0 27  6       35.2889     180.971
   0 27  7       35.2889     180.373
   0 27  8       35.2917     179.775
   0 27  9       35.2975     179.176
   0 27 10       35.3063     178.577
   0 27 11       35.3180     177.978
   0 27 12       35.3327     177.379
   0 27 13       35.3504     176.780
   0 27 14       35.3710     176.182
   0 27 15       35.3945     175.584
   0 27 16       35.4210     174.987
   0 27 17       35.4505     174.390
   0 27 18       35.4828     173.795
   0 27 19       35.5181     173.200
   0 27 20       35.5563     172.607
   0 27 21       35.5974     172.015
   0 27 22       35.6414     171.424
   0 27 23       35.6882     170.835
   0 27 24       35.7379     170.247
   0 27 25       35.7904     169.661
   0 27 26       35.8457     169.077
   0 27 27       35.9038     168.495
   0 27 28       35.9647     167.915
   0 27 29       36.0282     167.337
   0 27 30       36.0945     166.762
   0 27 31       36.1635     166.189
   0 28  0       35.6944     184.507
   0 28  1       35.6772     183.920
   0 28  2       35.6628     183.331
   0 28  3       35.6514     182.741
   0 28  4       35.6427     182.150
   0 28  5       35.6370     181.558
   0 28  6       35.6342     180.966
   0 28  7       35.6342     180.373
   0 28  8       35.6372     179.780
   0 28  9       35.6431     179.186
   0 28 10       35.6519     178.592
   0 28 11       35.6636     177.999
   0 28 12       35.6783     177.405
   0 28 13       35.6958     176.812
   0 28 14       35.7163     176.219
   0 28 15       35.7397     175.626
   0 28 16       35.7660     175.034
   0 28 17       35.7952     174.443
   0 28 18       35.8273     173.853
   0 28 19       35.8622     173.263
   0 28 20       35.9001     172.675
   0 28 21       35.9408     172.088
   0 28 22       35.9843     171.502
   0 28 23       36.0307     170.918
   0 28 24       36.0798     170.335
   0 28 25       36.1318     169.754
   0 28 26       36.1865     169.175
   0 28 27       36.2440     168.598
   0 28 28       36.3041     168.023
   0 28 29       36.3670     167.449
   0 28 30       36.4326     166.879
   0 28 31       36.5008     166.310
   0 29  0       36.0376     184.471
   0 29  1       36.0208     183.888
   0 29  2       36.0068     183.304
   0 29  3       35.9956     182.720
   0 29  4       35.9873     182.134
   0 29  5       35.9817     181.547
   0 29  6       35.9791     180.960
   0 29  7       35.9793     180.373
   0 29  8       35.9824     179.785
   0 29  9       35.9884     179.196
   0 29 10       35.9972     178.608
   0 29 11       36.0089     178.019
   0 29 12       36.0235     177.431
   0 29 13       36.0410     176.843
   0 29 14       36.0613     176.255
   0 29 15       36.0846     175.667
   0 29 16       36.1106     175.081
   0 29 17       36.1396     174.495
   0 29 18       36.1714     173.909
   0 29 19       36.2061     173.325
   0 29 20       36.2435     172.742
   0 29 21       36.2838     172.160
   0 29 22       36.3269     171.579
   0 29 23       36.3728     171.000
   0 29 24       36.4215     170.422
   0 29 25       36.4729     169.846
   0 29 26       36.5270     169.271
   0 29 27       36.5839     168.699
   0 29 28       36.6434     168.128
   0 29 29       36.7056     167.560
   0 29 30       36.7705     166.994
   0 29 31       36.8379     166.429
   0 30  0       36.3805     184.435
   0 30  1       36.3640     183.858
   0 30  2       36.3504     183.279
   0 30  3       36.3395     182.699
   0 30  4       36.3314     182.118
   0 30  5       36.3261     181.537
   0 30  6       36.3237     180.955
   0 30  7       36.3241     180.372
   0 30  8       36.3272     179.789
   0 30  9       36.3333     179.206
   0 30 10       36.3421     178.623
   0 30 11       36.3539     178.040
   0 30 12       36.3684     177.456
   0 30 13       36.3858     176.873
   0 30 14       36.4060     176.290
   0 30 15       36.4291     175.708
   0 30 16       36.4550     175.126
   0 30 17       36.4837     174.545
   0 30 18       36.5152     173.965
   0 30 19       36.5496     173.386
   0 30 20       36.5867     172.808
   0 30 21       36.6266     172.230
   0 30 22       36.6693     171.655
   0 30 23       36.7147     171.080
   0 30 24       36.7629     170.507
   0 30 25       36.8137     169.936
   0 30 26       36.8673     169.366
   0 30 27       36.9236     168.798
   0 30 28       36.9825     168.232
   0 30 29       37.0440     167.668
   0 30 30       37.1081     167.107
   0 30 31       37.1748     166.547
   0 31  0       36.7230     184.400
   0 31  1       36.7069     183.827
   0 31  2       36.6936     183.254
   0 31  3       36.6830     182.679
   0 31  4       36.6752     182.103
   0 31  5       36.6702     181.527
   0 31  6       36.6679     180.950
   0 31  7       36.6684     180.372
   0 31  8       36.6717     179.794
   0 31  9       36.6778     179.216
   0 31 10       36.6867     178.638
   0 31 11       36.6984     178.059
   0 31 12       36.7129     177.481
   0 31 13       36.7303     176.903
   0 31 14       36.7504     176.325
   0 31 15       36.7733     175.748
   0 31 16       36.7990     175.171
   0 31 17       36.8275     174.595
   0 31 18       36.8587     174.020
   0 31 19       36.8927     173.446
   0 31 20       36.9295     172.872
   0 31 21       36.9690     172.300
   0 31 22       37.0113     171.729
   0 31 23       37.0563     171.159
   0 31 24       37.1039     170.591
   0 31 25       37.1543     170.024
   0 31 26       37.2073     169.459
   0 31 27       37.2629     168.896
   0 31 28       37.3212     168.335
   0 31 29       37.3821     167.775
   0 31 30       37.4455     167.218
   0 31 31       37.5115     166.662
   1  0  0       30.0269     213.771
   1  0  1       29.8651     213.169
   1  0  2       29.7059     212.561
   1  0  3       29.5493     211.947
   1  0  4       29.3954     211.325
   1  0  5       29.2442     210.698
   1  0  6       29.0959     210.063
   1  0  7       28.9504     209.423
   1  0  8       28.8079     208.776
   1  0  9       28.6684     208.122
   1  0 10       28.5319     207.462
   1  0 11       28.3986     206.797
   1  0 12       28.2685     206.125
   1  0 13       28.1417     205.447
   1  0 14       28.0181     204.763
   1  0 15       27.8980     204.074
   1  0 16       27.7812     203.379
   1  0 17       27.6680     202.679
   1  0 18       27.5583     201.973
   1  0 19       27.4521     201.262
   1  0 20       27.3496     200.547
   1  0 21       27.2508     199.826
   1  0 22       27.1558     199.101
   1  0 23       27.0645     198.371
   1  0 24       26.9770     197.637
   1  0 25       26.8933     196.899
   1  0 26       26.8136     196.158
   1  0 27       26.7378     195.413
   1  0 28       26.6659     194.664
   1  0 29       26.5980     193.912
   1  0 30       26.5342     193.158
   1  0 31       26.4744     192.400
   1  1  0       30.3289     213.453
   1  1  1       30.1687     212.855
   1  1  2       30.0110     212.251
   1  1  3       29.8559     211.640
   1  1  4       29.7035     211.023
   1  1  5       29.5538     210.399
   1  1  6       29.4069     209.769
   1  1  7       29.2629     209.133
   1  1  8       29.1218     208.490
   1  1  9       28.9837     207.841
   1  1 10       28.8486     207.187
   1  1 11       28.7167     206.526
   1  1 12       28.5879     205.859
   1  1 13       28.4623     205.187
   1  1 14       28.3401     204.509
   1  1 15       28.2211     203.826
   1  1 16       28.1056     203.137
   1  1 17       27.9935     202.443
   1  1 18       27.8849     201.743
   1  1 19       27.7799     201.039
   1  1 20       27.6784     200.330
   1  1 21       27.5806     199.616
   1  1 22       27.4865     198.898
   1  1 23       27.3962     198.176
   1  1 24       27.3095     197.449
   1  1 25       27.2268     196.719
   1  1 26       27.1478     195.985
   1  1 27       27.0727     195.247
   1  1 28       27.0016     194.506
   1  1 29       26.9343     193.763
   1  1 30       26.8711     193.016
   1  1 31       26.8118     192.267
   1  2  0       30.6320     213.141
   1  2  1       30.4733     212.547
   1  2  2       30.3171     211.946
   1  2  3       30.1635     211.339
   1  2  4       30.0126     210.725
   1  2  5       29.8644     210.106
   1  2  6       29.7189     209.480
   1  2  7       29.5763     208.848
   1  2  8       29.4366     208.210
   1  2  9       29.2999     207.566
   1  2 10       29.1662     206.916
   1  2 11       29.0356     206.261
   1  2 12       28.9081     205.599
   1  2 13       28.7838     204.932
   1  2 14       28.6628     204.260
   1  2 15       28.5451     203.582
   1  2 16       28.4307     202.899
   1  2 17       28.3198     202.211
   1  2 18       28.2123     201.518
   1  2 19       28.1083     200.820
   1  2 20       28.0079     200.118
   1  2 21       27.9111     199.411
   1  2 22       27.8179     198.700
   1  2 23       27.7285     197.984
   1  2 24       27.6427     197.265
   1  2 25       27.5608     196.542
   1  2 26       27.4826     195.815
   1  2 27       27.4082     195.085
   1  2 28       27.3378     194.352
   1  2 29       27.2712     193.616
   1  2 30       27.2085     192.878
   1  2 31       27.1498     192.137
   1  3  0       30.9361     212.834
   1  3  1       30.7789     212.243
   1  3  2       30.6242     211.646
   1  3  3       30.4721     211.042
   1  3  4       30.3226     210.433
   1  3  5       30.1759     209.817
   1  3  6       30.0318     209.196
   1  3  7       29.8907     208.568
   1  3  8       29.7523     207.935
   1  3  9       29.6170     207.296
   1  3 10       29.4846     206.651
   1  3 11       29.3553     206.000
   1  3 12       29.2291     205.344
   1  3 13       29.1061     204.683
   1  3 14       28.9863     204.016
   1  3 15       28.8697     203.344
   1  3 16       28.7565     202.667
   1  3 17       28.6467     201.985
   1  3 18       28.5403     201.298
   1  3 19       28.4374     200.606
   1  3 20       28.3380     199.910
   1  3 21       28.2422     199.210
   1  3 22       28.1500     198.505
   1  3 23       28.0614     197.797
   1  3 24       27.9765     197.085
   1  3 25       27.8953     196.369
   1  3 26       27.8179     195.650
   1  3 27       27.7443     194.927
   1  3 28       27.6745     194.201
   1  3 29       27.6085     193.473
   1  3 30       27.5464     192.742
   1  3 31       27.4881     192.009
   1  4  0       31.2412     212.533
   1  4  1       31.0855     211.945
   1  4  2       30.9323     211.351
   1  4  3       30.7816     210.751
   1  4  4       30.6336     210.146
   1  4  5       30.4883     209.534
   1  4  6       30.3457     208.917
   1  4  7       30.2059     208.294
   1  4  8       30.0689     207.665
   1  4  9       29.9349     207.030
   1  4 10       29.8038     206.390
   1  4 11       29.6758     205.745
   1  4 12       29.5509     205.094
   1  4 13       29.4291     204.438
   1  4 14       29.3105     203.776
   1  4 15       29.1951     203.110
   1  4 16       29.0830     202.439
   1  4 17       28.9743     201.762
   1  4 18       28.8690     201.082
   1  4 19       28.7671     200.396
   1  4 20       28.6687     199.707
   1  4 21       28.5738     199.013
   1  4 22       28.4825     198.315
   1  4 23       28.3948     197.614
   1  4 24       28.3108     196.908
   1  4 25       28.2304     196.199
   1  4 26       28.1537     195.487
   1  4 27       28.0808     194.772
   1  4 28       28.0116     194.054
   1  4 29       27.9462     193.333
   1  4 30       27.8847     192.610
   1  4 31       27.8269     191.884
   1  5  0       31.5472     212.236
   1  5  1       31.3930     211.652
   1  5  2       31.2413     211.061
   1  5  3       31.0921     210.465
   1  5  4       30.9455     209.864
   1  5  5       30.8015     209.256
   1  5  6       30.6603     208.643
   1  5  7       30.5219     208.024
   1  5  8       30.3863     207.400
   1  5  9       30.2536     206.770
   1  5 10       30.1238     206.135
   1  5 11       29.9971     205.494
   1  5 12       29.8734     204.848
   1  5 13       29.7528     204.197
   1  5 14       29.6354     203.541
   1  5 15       29.5212     202.880
   1  5 16       29.4102     202.215
   1  5 17       29.3026     201.545
   1  5 18       29.1983     200.870
   1  5 19       29.0974     200.191
   1  5 20       29.0000     199.507
   1  5 21       28.9061     198.820
   1  5 22       28.8157     198.129
   1  5 23       28.7288     197.434
   1  5 24       28.6456     196.735
   1  5 25       28.5659     196.033
   1  5 26       28.4900     195.328
   1  5 27       28.4177     194.620
   1  5 28       28.3492     193.909
   1  5 29       28.2844     193.196
   1  5 30       28.2234     192.480
   1  5 31       28.1661     191.762
